question;cypher;group;answer;cleaned_query;duration_query_generation;db_result;syntax_error;timeout_error;duration_query_execution;chat_generation_answer;duration_chat_answer;Human Evaluation
How many music styles does Purple Waec pass through?;"MATCH ()-[var1]-()  MATCH (var2:LINE) WHERE var2.name=""Purple Waec""  WITH 1 AS foo, var1, var2.id AS var3 WHERE var1.line_id = var3  MATCH (var4)-[var1]-() WITH 1 AS foo, var4.music AS var5  WITH 1 AS foo, var5 AS var6 WITH DISTINCT var6 as var7, 1 AS foo  RETURN length(collect(var7)) ";;6;"MATCH (s1:STATION)-[e:EDGE]->(s2:STATION) WHERE e.line_name = 'Purple Waec' UNWIND [s1.music, s2.music] AS musicStyle
RETURN COUNT(DISTINCT musicStyle)
";3.1621994972229004;"[{""COUNT(DISTINCT musicStyle)"": 6}]";False;False;0.0035028457641601;Purple Waec passes through six distinct music styles.;0.714838981628418;Correct
How clean is Skieurmwich?;"MATCH (var1) WHERE var1.name=""Skieurmwich""  WITH 1 AS foo, var1.cleanliness AS var2 RETURN var2";;shabby;"MATCH (station:STATION {name: ""Skieurmwich""})
RETURN station.name AS Station, station.cleanliness AS Cleanliness
";2.8002676963806152;"[{""Station"": ""Skieurmwich"", ""Cleanliness"": ""shabby""}]";False;False;0.0062777996063232;The cleanliness at Skieurmwich station is considered to be shabby.;0.9070553779602052;Correct
Which lines is Juibsbridge on?;"MATCH (var1) WHERE var1.name=""Juibsbridge""  MATCH (var1)-[var2]-() WITH 1 AS foo, var2.line_name AS var3  WITH 1 AS foo, var3 AS var4 WITH DISTINCT var4 as var5, 1 AS foo  RETURN var5";;['Olive Tuamp'];"MATCH (:STATION {name: ""Juibsbridge""})-[r:EDGE]-()
RETURN DISTINCT r.line_name AS LineName
";2.1817102432250977;"[{""LineName"": ""Olive Tuamp""}]";False;False;0.0075032711029052;I don't know the answer.;0.71917724609375;Incorrect
Which lines is Physaantz Road on?;"MATCH (var1) WHERE var1.name=""Physaantz Road""  MATCH (var1)-[var2]-() WITH 1 AS foo, var2.line_name AS var3  WITH 1 AS foo, var3 AS var4 WITH DISTINCT var4 as var5, 1 AS foo  RETURN var5";;['Green Mcgoimp'];"MATCH (:STATION {name: ""Physaantz Road""})-[r:EDGE]-()
RETURN DISTINCT r.line_name AS LineName
";2.137522459030152;"[{""LineName"": ""Green Mcgoimp""}]";False;False;0.0076656341552734;Physaantz Road is on the Green Mcgoimp line.;1.2788116931915283;Correct
Describe Siish Boulevard station's architectural style.;"MATCH (var1) WHERE var1.name=""Siish Boulevard""  WITH 1 AS foo, var1.architecture AS var2 RETURN var2";;new;"MATCH (station:STATION {name: ""Siish Boulevard""})
RETURN station.name AS StationName, station.architecture AS ArchitectureStyle
";1.8779771327972408;"[{""StationName"": ""Siish Boulevard"", ""ArchitectureStyle"": ""new""}]";False;False;0.0071511268615722;Siish Boulevard station features a modern architectural style.;0.8288125991821289;Correct
What is the cleanliness level of Duer St station?;"MATCH (var1) WHERE var1.name=""Duer St""  WITH 1 AS foo, var1.cleanliness AS var2 RETURN var2";;shabby;"MATCH (station:STATION {name: ""Duer St""})
RETURN station.cleanliness AS CleanlinessLevel
";1.6015231609344482;"[{""CleanlinessLevel"": ""shabby""}]";False;False;0.0125098228454589;The cleanliness level of Duer St station is considered shabby.;1.1976027488708496;Correct
What music plays at Shroond Court?;"MATCH (var1) WHERE var1.name=""Shroond Court""  WITH 1 AS foo, var1.music AS var2 RETURN var2";;country;"MATCH (station:STATION {name: ""Shroond Court""})
RETURN station.music AS MusicPlays
";2.327564001083374;"[{""MusicPlays"": ""country""}]";False;False;0.0081346035003662;Country music plays at Shroond Court.;0.7327444553375244;Correct
Describe Typirdston station's architectural style.;"MATCH (var1) WHERE var1.name=""Typirdston""  WITH 1 AS foo, var1.architecture AS var2 RETURN var2";;victorian;"MATCH (station:STATION {name: ""Typirdston""})
RETURN station.name AS StationName, station.architecture AS ArchitectureStyle
";2.0752410888671875;"[{""StationName"": ""Typirdston"", ""ArchitectureStyle"": ""victorian""}]";False;False;0.0075111389160156;Typirdston station features a Victorian architectural style, which is known for its ornate details and historical charm.;1.6235628128051758;Correct
What music plays at Mcciays Court?;"MATCH (var1) WHERE var1.name=""Mcciays Court""  WITH 1 AS foo, var1.music AS var2 RETURN var2";;none;"MATCH (s:STATION {name: ""Mcciays Court""})
RETURN s.name AS Station, s.music AS Music
";2.1463053226470947;"[{""Station"": ""Mcciays Court"", ""Music"": ""none""}]";False;False;0.0076010227203369;At Mcciays Court, there is no music playing.;1.041879177093506;Correct
Can you get rail connections at Spieuhl St?;"MATCH (var1) WHERE var1.name=""Spieuhl St""  WITH 1 AS foo, var1.has_rail AS var2 RETURN var2";;True;"MATCH (s1:STATION {name: ""Spieuhl St""})-[:EDGE]->(s2:STATION)
RETURN s1.name AS Station, s2.name AS ConnectedStation, s1.has_rail AS HasRail
";2.592088222503662;"[{""Station"": ""Spieuhl St"", ""ConnectedStation"": ""Whaapp Road"", ""HasRail"": true}]";False;False;0.0080046653747558;Yes, you can get rail connections at Spieuhl St, as it is connected to Whaapp Road by rail.;1.808825254440308;Correct
Does Greiff St have rail connections?;"MATCH (var1) WHERE var1.name=""Greiff St""  WITH 1 AS foo, var1.has_rail AS var2 RETURN var2";;True;"MATCH (s1:STATION {name: ""Greiff St""})-[:EDGE]->(s2:STATION)
RETURN s1.name AS Station, s2.name AS ConnectedStation, s1.has_rail AS HasRail
";3.3658463954925537;"[{""Station"": ""Greiff St"", ""ConnectedStation"": ""Mcoeg Crossing"", ""HasRail"": true}]";False;False;0.003000259399414;Yes, Greiff St has rail connections. It is connected to Mcoeg Crossing by rail.;3.2847671508789062;Correct
What size is Skiesly Palace?;"MATCH (var1) WHERE var1.name=""Skiesly Palace""  WITH 1 AS foo, var1.size AS var2 RETURN var2";;tiny;"MATCH (s:STATION {name: ""Skiesly Palace""})
RETURN s.size AS Size
";1.3969745635986328;"[{""Size"": ""tiny""}]";False;False;0.0069987773895263;Skiesly Palace is tiny.;0.8502373695373535;Correct
How many lines is Kleoslyneyland on?;"MATCH (var1) WHERE var1.name=""Kleoslyneyland""  MATCH (var1)-[var2]-() WITH 1 AS foo, var2.line_name AS var3  WITH 1 AS foo, var3 AS var4 WITH DISTINCT var4 as var5, 1 AS foo  RETURN length(collect(var5)) ";;1;"MATCH (:STATION {name: ""Kleoslyneyland""})-[r:EDGE]-()
RETURN COUNT(DISTINCT r.line_id) AS NumberOfLines
";2.792008399963379;"[{""NumberOfLines"": 1}]";False;False;0.0075087547302246;Kleoslyneyland is on one line.;2.050566434860229;Correct
At Khords Court what sort of music plays?;"MATCH (var1) WHERE var1.name=""Khords Court""  WITH 1 AS foo, var1.music AS var2 RETURN var2";;country;"MATCH (station:STATION {name: ""Khords Court""})
RETURN station.music AS MusicType
";2.278789520263672;"[{""MusicType"": ""country""}]";False;False;0.0060048103332519;At Khords Court, country music plays.;0.6825087070465088;Correct
What architectural style is Psycheact Hospital?;"MATCH (var1) WHERE var1.name=""Psycheact Hospital""  WITH 1 AS foo, var1.architecture AS var2 RETURN var2";;modernist;"MATCH (station:STATION {name: ""Psycheact Hospital""})
RETURN station.architecture AS ArchitecturalStyle
";1.7531092166900637;"[{""ArchitecturalStyle"": ""modernist""}]";False;False;0.0078456401824951;The Psycheact Hospital is designed in a modernist architectural style.;1.6952815055847168;Correct
What music plays at Yiir Grove?;"MATCH (var1) WHERE var1.name=""Yiir Grove""  WITH 1 AS foo, var1.music AS var2 RETURN var2";;classical;"MATCH (station:STATION {name: ""Yiir Grove""})
RETURN station.music AS MusicPlaying
";1.4272844791412354;"[{""MusicPlaying"": ""classical""}]";False;False;0.0126354694366455;Classical music is playing at Yiir Grove.;2.1900956630706787;Correct
Which lines is Bliurty Bridge on?;"MATCH (var1) WHERE var1.name=""Bliurty Bridge""  MATCH (var1)-[var2]-() WITH 1 AS foo, var2.line_name AS var3  WITH 1 AS foo, var3 AS var4 WITH DISTINCT var4 as var5, 1 AS foo  RETURN var5";;['Purple Xiour'];"MATCH (:STATION {name: ""Bliurty Bridge""})-[r:EDGE]-()
RETURN DISTINCT r.line_name AS LineName
";2.4274682998657227;"[{""LineName"": ""Purple Xiour""}]";False;False;0.0076863765716552;Bliurty Bridge is on the Purple Xiour line.;0.9028356075286864;Correct
How many architectural styles does Pink Dreark pass through?;"MATCH ()-[var1]-()  MATCH (var2:LINE) WHERE var2.name=""Pink Dreark""  WITH 1 AS foo, var1, var2.id AS var3 WHERE var1.line_id = var3  MATCH (var4)-[var1]-() WITH 1 AS foo, var4.architecture AS var5  WITH 1 AS foo, var5 AS var6 WITH DISTINCT var6 as var7, 1 AS foo  RETURN length(collect(var7)) ";;6;"MATCH (s1:STATION)-[e:EDGE]->(s2:STATION) WHERE e.line_name = 'Pink Dreark' UNWIND [s1.architecture, s2.architecture] AS architectureStyle
RETURN COUNT(DISTINCT architectureStyle)
";3.0685763359069824;"[{""COUNT(DISTINCT architectureStyle)"": 6}]";False;False;0.0035042762756347;Pink Dreark passes through six distinct architectural styles.;1.0668435096740725;Correct
What music plays at Schrioull St?;"MATCH (var1) WHERE var1.name=""Schrioull St""  WITH 1 AS foo, var1.music AS var2 RETURN var2";;rnb;"MATCH (station:STATION {name: ""Schrioull St""})
RETURN station.music AS MusicPlays
";1.7004034519195557;"[{""MusicPlays"": ""rnb""}]";False;False;0.0070006847381591;R&B music plays at Schrioull Street.;0.8668651580810547;Correct
How clean is Mier Court?;"MATCH (var1) WHERE var1.name=""Mier Court""  WITH 1 AS foo, var1.cleanliness AS var2 RETURN var2";;rat-infested;"MATCH (station:STATION {name: ""Mier Court""})
RETURN station.name AS Station, station.cleanliness AS Cleanliness
";2.8573145866394043;"[{""Station"": ""Mier Court"", ""Cleanliness"": ""rat-infested""}]";False;False;0.00700044631958;Mier Court is currently experiencing issues with cleanliness, as it is described as being rat-infested.;1.5370581150054932;Correct
Describe Criish Crossing station's architectural style.;"MATCH (var1) WHERE var1.name=""Criish Crossing""  WITH 1 AS foo, var1.architecture AS var2 RETURN var2";;modernist;"MATCH (station:STATION {name: ""Criish Crossing""})
RETURN station.name AS Station, station.architecture AS ArchitectureStyle
";2.986643552780152;"[{""Station"": ""Criish Crossing"", ""ArchitectureStyle"": ""modernist""}]";False;False;0.0076746940612792;Criish Crossing station features a modernist architectural style, which typically means it would have a design characterized by simplicity and a focus on function. The structures might exhibit clean lines and a lack of ornamentation, embracing modern materials and construction techniques.;2.995875358581543;Correct
How clean is Groitz Lane?;"MATCH (var1) WHERE var1.name=""Groitz Lane""  WITH 1 AS foo, var1.cleanliness AS var2 RETURN var2";;dirty;"MATCH (station:STATION {name: ""Groitz Lane""})
RETURN station.name AS Station, station.cleanliness AS Cleanliness
";2.201925039291382;"[{""Station"": ""Groitz Lane"", ""Cleanliness"": ""dirty""}]";False;False;0.0067803859710693;"Groitz Lane is currently not in the best condition; it's dirty.";1.585621356964111;Correct
How many architectural styles does Green Criengs pass through?;"MATCH ()-[var1]-()  MATCH (var2:LINE) WHERE var2.name=""Green Criengs""  WITH 1 AS foo, var1, var2.id AS var3 WHERE var1.line_id = var3  MATCH (var4)-[var1]-() WITH 1 AS foo, var4.architecture AS var5  WITH 1 AS foo, var5 AS var6 WITH DISTINCT var6 as var7, 1 AS foo  RETURN length(collect(var7)) ";;5;"MATCH (s1:STATION)-[e:EDGE]->(s2:STATION) WHERE e.line_name = 'Green Criengs' UNWIND [s1.architecture, s2.architecture] AS architectureStyle
RETURN COUNT(DISTINCT architectureStyle)
";5.600959777832031;"[{""COUNT(DISTINCT architectureStyle)"": 5}]";False;False;0.0086100101470947;Green Criengs pass through five distinct architectural styles.;1.6124756336212158;Correct
What music plays at Krep Bridge?;"MATCH (var1) WHERE var1.name=""Krep Bridge""  WITH 1 AS foo, var1.music AS var2 RETURN var2";;electronic;"MATCH (station:STATION {name: ""Krep Bridge""})
RETURN station.name AS Station, station.music AS Music
";2.20245361328125;"[{""Station"": ""Krep Bridge"", ""Music"": ""electronic""}]";False;False;0.0140597820281982;At Krep Bridge, you can enjoy electronic music.;0.852900505065918;Correct
How many architectural styles does Red Hrouly pass through?;"MATCH ()-[var1]-()  MATCH (var2:LINE) WHERE var2.name=""Red Hrouly""  WITH 1 AS foo, var1, var2.id AS var3 WHERE var1.line_id = var3  MATCH (var4)-[var1]-() WITH 1 AS foo, var4.architecture AS var5  WITH 1 AS foo, var5 AS var6 WITH DISTINCT var6 as var7, 1 AS foo  RETURN length(collect(var7)) ";;6;"MATCH (s1:STATION)-[e:EDGE]->(s2:STATION) WHERE e.line_name = 'Red Hrouly' UNWIND [s1.architecture, s2.architecture] AS architecturalStyle
RETURN COUNT(DISTINCT architecturalStyle)
";4.053342819213867;"[{""COUNT(DISTINCT architecturalStyle)"": 6}]";False;False;0.0279467105865478;Red Hrouly passes through six distinct architectural styles.;1.1546649932861328;Correct
Is there disabled access at Shraend Square?;"MATCH (var1) WHERE var1.name=""Shraend Square""  WITH 1 AS foo, var1.disabled_access AS var2 RETURN var2";;True;"MATCH (station:STATION {name: ""Shraend Square""})
RETURN station.name AS Station, station.disabled_access AS DisabledAccess
";3.953322649002075;"[{""Station"": ""Shraend Square"", ""DisabledAccess"": true}]";False;False;0.0075182914733886;Yes, there is disabled access at Shraend Square.;1.6525304317474363;Correct
What is the cleanliness level of Slurty Road station?;"MATCH (var1) WHERE var1.name=""Slurty Road""  WITH 1 AS foo, var1.cleanliness AS var2 RETURN var2";;clean;"MATCH (station:STATION {name: ""Slurty Road""})
RETURN station.cleanliness AS CleanlinessLevel
";1.6252334117889404;"[{""CleanlinessLevel"": ""clean""}]";False;False;0.0075161457061767;The cleanliness level of Slurty Road station is clean.;0.7923867702484131;Correct
What architectural style is Skaoz Square?;"MATCH (var1) WHERE var1.name=""Skaoz Square""  WITH 1 AS foo, var1.architecture AS var2 RETURN var2";;modernist;"MATCH (station:STATION {name: ""Skaoz Square""})
RETURN station.architecture AS ArchitecturalStyle
";2.275941610336304;"[{""ArchitecturalStyle"": ""modernist""}]";False;False;0.007378339767456;Skaoz Square is designed in a modernist architectural style.;0.8428359031677246;Correct
Does Greiff St have rail connections?;"MATCH (var1) WHERE var1.name=""Greiff St""  WITH 1 AS foo, var1.has_rail AS var2 RETURN var2";;True;"MATCH (s1:STATION {name: ""Greiff St""})-[:EDGE]->(s2:STATION)
RETURN s1.name AS Station, s2.name AS ConnectedStation, s1.has_rail AS HasRail
";3.696841716766357;"[{""Station"": ""Greiff St"", ""ConnectedStation"": ""Mcoeg Crossing"", ""HasRail"": true}]";False;False;0.0030019283294677;Yes, Greiff St has rail connections. It is connected to Mcoeg Crossing by rail.;1.1717126369476318;Correct
How clean is Poath Upon Thames?;"MATCH (var1) WHERE var1.name=""Poath Upon Thames""  WITH 1 AS foo, var1.cleanliness AS var2 RETURN var2";;dirty;"MATCH (station:STATION {name: ""Poath Upon Thames""})
RETURN station.name AS Station, station.cleanliness AS Cleanliness
";2.141713857650757;"[{""Station"": ""Poath Upon Thames"", ""Cleanliness"": ""dirty""}]";False;False;0.0072276592254638;Poath Upon Thames station is currently in a dirty state.;0.9418387413024902;Correct
How clean is Flegy Boulevard?;"MATCH (var1) WHERE var1.name=""Flegy Boulevard""  WITH 1 AS foo, var1.cleanliness AS var2 RETURN var2";;clean;"MATCH (s:STATION {name: ""Flegy Boulevard""})
RETURN s.name AS Station, s.cleanliness AS Cleanliness
";3.017575025558472;"[{""Station"": ""Flegy Boulevard"", ""Cleanliness"": ""clean""}]";False;False;0.0069994926452636;Flegy Boulevard is clean.;1.3163092136383057;Correct
How big is Hypaaft Court?;"MATCH (var1) WHERE var1.name=""Hypaaft Court""  WITH 1 AS foo, var1.size AS var2 RETURN var2";;tiny;"MATCH (s:STATION {name: ""Hypaaft Court""})
RETURN s.size AS SizeOfHypaaftCourt
";2.732860803604126;"[{""SizeOfHypaaftCourt"": ""tiny""}]";False;False;0.012516975402832;Hypaaft Court is tiny.;0.874941349029541;Correct
How many music styles does Blue Twauect pass through?;"MATCH ()-[var1]-()  MATCH (var2:LINE) WHERE var2.name=""Blue Twauect""  WITH 1 AS foo, var1, var2.id AS var3 WHERE var1.line_id = var3  MATCH (var4)-[var1]-() WITH 1 AS foo, var4.music AS var5  WITH 1 AS foo, var5 AS var6 WITH DISTINCT var6 as var7, 1 AS foo  RETURN length(collect(var7)) ";;7;"MATCH (s1:STATION)-[e:EDGE]->(s2:STATION) WHERE e.line_name = 'Blue Twauect' UNWIND [s1.music, s2.music] AS musicStyle
RETURN COUNT(DISTINCT musicStyle)
";4.285238027572632;"[{""COUNT(DISTINCT musicStyle)"": 7}]";False;False;0.0030000209808349;Blue Twauect passes through seven distinct music styles.;0.8441629409790039;Correct
Does Praiacy Crossing have rail connections?;"MATCH (var1) WHERE var1.name=""Praiacy Crossing""  WITH 1 AS foo, var1.has_rail AS var2 RETURN var2";;False;"MATCH (s1:STATION {name: ""Praiacy Crossing""})-[:EDGE]->(s2:STATION)
RETURN s1.name AS Station, s2.name AS ConnectedStation, s1.has_rail AS HasRail
";3.831735610961914;"[{""Station"": ""Praiacy Crossing"", ""ConnectedStation"": ""Mcguierds Crossing"", ""HasRail"": false}]";False;False;0.0085155963897705;No, Praiacy Crossing does not have rail connections.;0.9841675758361816;Correct
What is the cleanliness level of Schmoorstington station?;"MATCH (var1) WHERE var1.name=""Schmoorstington""  WITH 1 AS foo, var1.cleanliness AS var2 RETURN var2";;derilict;"MATCH (station:STATION {name: ""Schmoorstington""})
RETURN station.name AS Station, station.cleanliness AS CleanlinessLevel
";2.485954999923706;"[{""Station"": ""Schmoorstington"", ""CleanlinessLevel"": ""derilict""}]";False;False;0.0060527324676513;The cleanliness level of Schmoorstington station is derelict.;1.1788671016693115;Correct
How many stations are between Mcdiah Hospital and Schmiarfington?;"MATCH (var1) MATCH (var2) MATCH tmp1 = shortestPath((var1)-[*]-(var2))  WHERE var1.name=""Mcdiah Hospital"" AND var2.name=""Schmiarfington""  WITH 1 AS foo, tmp1 AS var3 UNWIND nodes(var3) AS var4  RETURN length(collect(var4))  - 2";MultiStep;3;"MATCH path = shortestPath((start:STATION {name: 'Mcdiah Hospital'})-[:EDGE*..50]-(end:STATION {name: 'Schmiarfington'}))
RETURN LENGTH(path) - 1 AS stationsBetween
";4.519972324371338;"[{""stationsBetween"": 3}]";False;False;0.0093498229980468;There are three stations between Mcdiah Hospital and Schmiarfington.;0.889585018157959;Correct
How many stations are between Dynioyston and Schnerth Court?;"MATCH (var1) MATCH (var2) MATCH tmp1 = shortestPath((var1)-[*]-(var2))  WHERE var1.name=""Dynioyston"" AND var2.name=""Schnerth Court""  WITH 1 AS foo, tmp1 AS var3 UNWIND nodes(var3) AS var4  RETURN length(collect(var4))  - 2";MultiStep;14;"MATCH path = shortestPath((start:STATION {name: 'Dynioyston'})-[:EDGE*..50]-(end:STATION {name: 'Schnerth Court'}))
RETURN LENGTH(path) - 1 AS stationsBetween
";2.624112129211426;"[{""stationsBetween"": 14}]";False;False;0.0104877948760986;There are 14 stations between Dynioyston and Schnerth Court.;1.1485426425933838;Correct
At Fraiopt Court what sort of music plays?;"MATCH (var1) WHERE var1.name=""Fraiopt Court""  WITH 1 AS foo, var1.music AS var2 RETURN var2";;electronic;"MATCH (station:STATION {name: ""Fraiopt Court""})
RETURN station.music AS MusicType
";1.3365604877471924;"[{""MusicType"": ""electronic""}]";False;False;0.0060007572174072;At Fraiopt Court, electronic music plays.;1.412945032119751;Correct
How many music styles does Orange Dwomp pass through?;"MATCH ()-[var1]-()  MATCH (var2:LINE) WHERE var2.name=""Orange Dwomp""  WITH 1 AS foo, var1, var2.id AS var3 WHERE var1.line_id = var3  MATCH (var4)-[var1]-() WITH 1 AS foo, var4.music AS var5  WITH 1 AS foo, var5 AS var6 WITH DISTINCT var6 as var7, 1 AS foo  RETURN length(collect(var7)) ";;8;"MATCH (s1:STATION)-[e:EDGE]->(s2:STATION) WHERE e.line_name = 'Orange Dwomp' UNWIND [s1.music, s2.music] AS musicStyle
RETURN COUNT(DISTINCT musicStyle)
";4.298177719116211;"[{""COUNT(DISTINCT musicStyle)"": 8}]";False;False;0.0042576789855957;Orange Dwomp passes through eight distinct music styles.;0.7488648891448975;Correct
Is there disabled access at Friaots Square?;"MATCH (var1) WHERE var1.name=""Friaots Square""  WITH 1 AS foo, var1.disabled_access AS var2 RETURN var2";;False;"MATCH (s:STATION {name: ""Friaots Square""})
RETURN s.name AS Station, s.disabled_access AS DisabledAccess
";2.950744867324829;"[{""Station"": ""Friaots Square"", ""DisabledAccess"": false}]";False;False;0.0071947574615478;Unfortunately, Friaots Square does not have disabled access.;1.3178560733795166;Correct
How big is Khords Court?;"MATCH (var1) WHERE var1.name=""Khords Court""  WITH 1 AS foo, var1.size AS var2 RETURN var2";;large;"MATCH (s:STATION {name: ""Khords Court""})
RETURN s.size AS Size
";1.662602186203003;"[{""Size"": ""large""}]";False;False;0.0060012340545654;Khords Court is large.;0.6649954319000244;Correct
How many lines is Friaots Square on?;"MATCH (var1) WHERE var1.name=""Friaots Square""  MATCH (var1)-[var2]-() WITH 1 AS foo, var2.line_name AS var3  WITH 1 AS foo, var3 AS var4 WITH DISTINCT var4 as var5, 1 AS foo  RETURN length(collect(var5)) ";;1;"MATCH (:STATION {name: ""Friaots Square""})-[r:EDGE]-()
RETURN COUNT(DISTINCT r.line_id) AS NumberOfLines
";2.727801561355591;"[{""NumberOfLines"": 1}]";False;False;0.0089492797851562;Friaots Square is on one line.;0.9730305671691896;Correct
How clean is Symbeiash Hospital?;"MATCH (var1) WHERE var1.name=""Symbeiash Hospital""  WITH 1 AS foo, var1.cleanliness AS var2 RETURN var2";;derilict;"MATCH (s:STATION {name: ""Symbeiash Hospital""})
RETURN s.name AS Station, s.cleanliness AS Cleanliness
";1.781404972076416;"[{""Station"": ""Symbeiash Hospital"", ""Cleanliness"": ""derilict""}]";False;False;0.0069994926452636;Symbeiash Hospital is currently in a derelict state of cleanliness.;0.8615849018096924;Correct
Does Sweudy Manor have disabled access?;"MATCH (var1) WHERE var1.name=""Sweudy Manor""  WITH 1 AS foo, var1.disabled_access AS var2 RETURN var2";;True;"MATCH (station:STATION {name: ""Sweudy Manor""})
RETURN station.name AS Station, station.disabled_access AS DisabledAccess
";2.1123251914978027;"[{""Station"": ""Sweudy Manor"", ""DisabledAccess"": true}]";False;False;0.0085177421569824;Yes, Sweudy Manor has disabled access.;0.8914496898651123;Correct
Which lines is Zaugneyland on?;"MATCH (var1) WHERE var1.name=""Zaugneyland""  MATCH (var1)-[var2]-() WITH 1 AS foo, var2.line_name AS var3  WITH 1 AS foo, var3 AS var4 WITH DISTINCT var4 as var5, 1 AS foo  RETURN var5";;['Cyan Beohn'];"MATCH (:STATION {name: ""Zaugneyland""})-[r:EDGE]-()
RETURN DISTINCT r.line_name AS Lines
";4.50189471244812;"[{""Lines"": ""Cyan Beohn""}]";False;False;0.0075888633728027;Zaugneyland is on the Cyan Beohn lines.;0.8413805961608887;Correct
Does Sceiys Road have rail connections?;"MATCH (var1) WHERE var1.name=""Sceiys Road""  WITH 1 AS foo, var1.has_rail AS var2 RETURN var2";;False;"MATCH (s1:STATION {name: ""Sceiys Road""})-[:EDGE]->(s2:STATION)
RETURN s1.name AS Station, s2.name AS ConnectedStation, s1.has_rail AS HasRail
";2.5301129817962646;"[{""Station"": ""Sceiys Road"", ""ConnectedStation"": ""Hypask Square"", ""HasRail"": false}, {""Station"": ""Sceiys Road"", ""ConnectedStation"": ""Mclaipt Crossing"", ""HasRail"": false}, {""Station"": ""Sceiys Road"", ""ConnectedStation"": ""Ghiigh Way"", ""HasRail"": false}, {""Station"": ""Sceiys Road"", ""ConnectedStation"": ""Maiaz Court"", ""HasRail"": false}]";False;False;0.0095095634460449;Sceiys Road does not have rail connections.;1.2334909439086914;Correct
What size is Pliulls Square?;"MATCH (var1) WHERE var1.name=""Pliulls Square""  WITH 1 AS foo, var1.size AS var2 RETURN var2";;tiny;"MATCH (station:STATION {name: ""Pliulls Square""})
RETURN station.size AS Size
";2.445166110992432;"[{""Size"": ""tiny""}]";False;False;0.0060443878173828;Pliulls Square is tiny.;0.9295942783355712;Correct
What music plays at Friaots Square?;"MATCH (var1) WHERE var1.name=""Friaots Square""  WITH 1 AS foo, var1.music AS var2 RETURN var2";;electronic;"MATCH (station:STATION {name: ""Friaots Square""})
RETURN station.music AS Music
";1.925614595413208;"[{""Music"": ""electronic""}]";False;False;0.007056713104248;Electronic music plays at Friaots Square.;1.3383395671844482;Correct
How many lines is Khentlyham on?;"MATCH (var1) WHERE var1.name=""Khentlyham""  MATCH (var1)-[var2]-() WITH 1 AS foo, var2.line_name AS var3  WITH 1 AS foo, var3 AS var4 WITH DISTINCT var4 as var5, 1 AS foo  RETURN length(collect(var5)) ";;1;"MATCH (:STATION {name: ""Khentlyham""})-[r:EDGE]-()
RETURN COUNT(DISTINCT r.line_id) AS NumberOfLines
";2.649113893508911;"[{""NumberOfLines"": 1}]";False;False;0.0080559253692626;Khentlyham is on one line.;1.2713520526885986;Correct
Can you get rail connections at Praagy Crossing?;"MATCH (var1) WHERE var1.name=""Praagy Crossing""  WITH 1 AS foo, var1.has_rail AS var2 RETURN var2";;True;"MATCH (s1:STATION {name: ""Praagy Crossing""})-[:EDGE]->(s2:STATION)
RETURN s1.name AS Station, s2.name AS ConnectedStation, s1.has_rail AS HasRail
";4.176776885986328;"[{""Station"": ""Praagy Crossing"", ""ConnectedStation"": ""Mcmeauctton"", ""HasRail"": true}]";False;False;0.0080585479736328;Yes, you can get rail connections at Praagy Crossing.;1.2156484127044678;Correct
Are Klardham and Wreastton on the same line?;"MATCH (var1) WHERE var1.name=""Klardham""  MATCH (var1)-[var2]-() WITH 1 AS foo, var2.line_name AS var3  WITH 1 AS foo, var3 AS var4 WITH DISTINCT var4 as var5, 1 AS foo  MATCH (var6) WHERE var6.name=""Wreastton""  MATCH (var6)-[var7]-() WITH 1 AS foo, var5, var7.line_name AS var8  WITH 1 AS foo, var5, var8 AS var9 WITH DISTINCT var9 as var10, 1 AS foo, var5  WITH 1 AS foo, length(apoc.coll.intersection(collect(var5), collect(var10))) > 0 AS var11 RETURN var11";;False;"MATCH (s1:STATION {name: ""Klardham""})-[r:EDGE]-(s2:STATION {name: ""Wreastton""})
RETURN COUNT(r) > 0 AS OnSameLine
";4.639772653579712;"[{""OnSameLine"": false}]";False;False;0.0095796585083007;No, Klardham and Wreastton are not on the same line.;2.7555203437805176;Correct
How big is Whiaop Street?;"MATCH (var1) WHERE var1.name=""Whiaop Street""  WITH 1 AS foo, var1.size AS var2 RETURN var2";;small;"MATCH (s:STATION {name: ""Whiaop Street""})
RETURN s.size AS Size
";2.046509265899658;"[{""Size"": ""small""}]";False;False;0.0065083503723144;Whiaop Street is small in size.;0.6524257659912109;Correct
How many architectural styles does Purple Hydraf pass through?;"MATCH ()-[var1]-()  MATCH (var2:LINE) WHERE var2.name=""Purple Hydraf""  WITH 1 AS foo, var1, var2.id AS var3 WHERE var1.line_id = var3  MATCH (var4)-[var1]-() WITH 1 AS foo, var4.architecture AS var5  WITH 1 AS foo, var5 AS var6 WITH DISTINCT var6 as var7, 1 AS foo  RETURN length(collect(var7)) ";;5;"MATCH (s1:STATION)-[e:EDGE]->(s2:STATION) WHERE e.line_name = 'Purple Hydraf' UNWIND [s1.architecture, s2.architecture] AS architectureStyle
RETURN COUNT(DISTINCT architectureStyle)
";4.444211721420288;"[{""COUNT(DISTINCT architectureStyle)"": 5}]";False;False;0.0045077800750732;Purple Hydraf passes through five distinct architectural styles.;1.2741568088531494;Correct
