question;cypher;group;answer;cleaned_query;duration_query_generation;db_result;syntax_error;timeout_error;duration_query_execution;chat_generation_answer;duration_chat_answer;Human Evaluation
Does Dynieucks St have disabled access?;"MATCH (var1) WHERE var1.name=""Dynieucks St""  WITH 1 AS foo, var1.disabled_access AS var2 RETURN var2";;True;"MATCH (s:STATION {name: ""Dynieucks St""})
RETURN s.disabled_access AS DisabledAccess
";2.5304293632507324;"[{""DisabledAccess"": true}]";False;False;0.0045187473297119;Yes, Dynieucks Street has disabled access.;1.878800392150879;Correct
Is there disabled access at Symbeiash Hospital?;"MATCH (var1) WHERE var1.name=""Symbeiash Hospital""  WITH 1 AS foo, var1.disabled_access AS var2 RETURN var2";;True;"MATCH (s:STATION {name: ""Symbeiash Hospital""})
RETURN s.disabled_access AS DisabledAccess
";3.849961042404175;"[{""DisabledAccess"": true}]";False;False;0.0076208114624023;Yes, there is disabled access at Symbeiash Hospital.;1.8740451335906985;Correct
Are Snadsham and Bluiert Lane on the same line?;"MATCH (var1) WHERE var1.name=""Snadsham""  MATCH (var1)-[var2]-() WITH 1 AS foo, var2.line_name AS var3  WITH 1 AS foo, var3 AS var4 WITH DISTINCT var4 as var5, 1 AS foo  MATCH (var6) WHERE var6.name=""Bluiert Lane""  MATCH (var6)-[var7]-() WITH 1 AS foo, var5, var7.line_name AS var8  WITH 1 AS foo, var5, var8 AS var9 WITH DISTINCT var9 as var10, 1 AS foo, var5  WITH 1 AS foo, length(apoc.coll.intersection(collect(var5), collect(var10))) > 0 AS var11 RETURN var11";;True;"MATCH (s1:STATION)-[e:EDGE]-(s2:STATION)
WHERE s1.name = 'Snadsham' AND s2.name = 'Bluiert Lane'
RETURN e.line_id, e.line_name
";2.562494993209839;[];False;False;0.010002851486206;I don't know the answer.;1.237563133239746;Incorrect
What is the cleanliness level of Wraiocts Grove station?;"MATCH (var1) WHERE var1.name=""Wraiocts Grove""  WITH 1 AS foo, var1.cleanliness AS var2 RETURN var2";;derilict;"MATCH (s:STATION {name: ""Wraiocts Grove""})
RETURN s.cleanliness AS cleanliness_level
";2.9324207305908203;"[{""cleanliness_level"": ""derilict""}]";False;False;0.0076251029968261;The cleanliness level of Wraiocts Grove station is derelict.;2.589546203613281;Correct
What music plays at Mcmooth Lane?;"MATCH (var1) WHERE var1.name=""Mcmooth Lane""  WITH 1 AS foo, var1.music AS var2 RETURN var2";;none;"MATCH (s:STATION {name: ""Mcmooth Lane""})
RETURN s.music AS Music
";1.9150042533874512;"[{""Music"": ""none""}]";False;False;0.0040006637573242;There is no music playing at Mcmooth Lane.;0.8203859329223633;Correct
Which stations does Red Hrouly pass through?;"MATCH ()-[var1]-()  MATCH (var2:LINE) WHERE var2.name=""Red Hrouly""  WITH 1 AS foo, var1, var2.id AS var3 WHERE var1.line_id = var3  MATCH (var4)-[var1]-() WITH 1 AS foo, var4 AS var5 WITH DISTINCT var5 as var6, 1 AS foo  WITH 1 AS foo, var6.name AS var7  RETURN var7";;['Shraend Square', 'Mccliiv Boulevard', 'Mcnultton', 'Schnerth Court', 'Mcleahn Crossing', 'Mcoeg Crossing', 'Naiars St', 'Thuiept Upon Thames', 'Flegy Boulevard', 'Sqeacs International', 'Sliourry Square', 'Soillsham', 'Schmeelly Court', 'Griakton', 'Greiff St'];"MATCH (s1:STATION)-[e:EDGE]->(s2:STATION)
WHERE e.line_name = 'Red Hrouly'
RETURN s1.name AS Station1, s2.name AS Station2
";7.589258432388306;"[{""Station1"": ""Greiff St"", ""Station2"": ""Mcoeg Crossing""}, {""Station1"": ""Mcoeg Crossing"", ""Station2"": ""Mcleahn Crossing""}, {""Station1"": ""Mcleahn Crossing"", ""Station2"": ""Sliourry Square""}, {""Station1"": ""Sliourry Square"", ""Station2"": ""Mccliiv Boulevard""}, {""Station1"": ""Mccliiv Boulevard"", ""Station2"": ""Naiars St""}, {""Station1"": ""Naiars St"", ""Station2"": ""Thuiept Upon Thames""}, {""Station1"": ""Thuiept Upon Thames"", ""Station2"": ""Schnerth Court""}, {""Station1"": ""Schnerth Court"", ""Station2"": ""Soillsham""}, {""Station1"": ""Soillsham"", ""Station2"": ""Mcnultton""}, {""Station1"": ""Mcnultton"", ""Station2"": ""Schmeelly Court""}, {""Station1"": ""Schmeelly Court"", ""Station2"": ""Flegy Boulevard""}, {""Station1"": ""Flegy Boulevard"", ""Station2"": ""Griakton""}, {""Station1"": ""Griakton"", ""Station2"": ""Shraend Square""}, {""Station1"": ""Shraend Square"", ""Station2"": ""Sqeacs International""}]";False;False;0.0058426856994628;The Red Hrouly passes through the following stations: Greiff St, Mcoeg Crossing, Mcleahn Crossing, Sliourry Square, Mccliiv Boulevard, Naiars St, Thuiept Upon Thames, Schnerth Court, Soillsham, Mcnultton, Schmeelly Court, Flegy Boulevard, Griakton, Shraend Square, and finally arrives at Sqeacs International.;9.895935773849487;Correct
How big is Shraend Square?;"MATCH (var1) WHERE var1.name=""Shraend Square""  WITH 1 AS foo, var1.size AS var2 RETURN var2";;large;"MATCH (s:STATION {name: ""Shraend Square""})
RETURN s.size AS size
";1.5117206573486328;"[{""size"": ""large""}]";False;False;0.0071849822998046;Shraend Square is large.;0.8728682994842529;Correct
Does Tousch Lane have disabled access?;"MATCH (var1) WHERE var1.name=""Tousch Lane""  WITH 1 AS foo, var1.disabled_access AS var2 RETURN var2";;True;"MATCH (s:STATION {name: ""Tousch Lane""})
RETURN s.name, s.disabled_access
";1.8921592235565183;"[{""s.name"": ""Tousch Lane"", ""s.disabled_access"": true}]";False;False;0.0079791545867919;Yes, Tousch Lane has disabled access.;1.024566411972046;Correct
How many music styles does Purple Xeiav pass through?;"MATCH ()-[var1]-()  MATCH (var2:LINE) WHERE var2.name=""Purple Xeiav""  WITH 1 AS foo, var1, var2.id AS var3 WHERE var1.line_id = var3  MATCH (var4)-[var1]-() WITH 1 AS foo, var4.music AS var5  WITH 1 AS foo, var5 AS var6 WITH DISTINCT var6 as var7, 1 AS foo  RETURN length(collect(var7)) ";;7;"MATCH (:LINE {name: ""Purple Xeiav""})<-[:EDGE]-(:STATION)-[:EDGE]->(s:STATION)
RETURN COUNT(DISTINCT s.music) AS music_styles
";4.590652942657471;"[{""music_styles"": 0}]";False;False;0.012510061264038;Purple Xeiav passes through zero music styles.;1.5208663940429688;Incorrect
How clean is Priirds Hospital?;"MATCH (var1) WHERE var1.name=""Priirds Hospital""  WITH 1 AS foo, var1.cleanliness AS var2 RETURN var2";;shabby;"MATCH (s:STATION {name: ""Priirds Hospital""})
RETURN s.cleanliness AS Cleanliness
";1.7526261806488037;"[{""Cleanliness"": ""shabby""}]";False;False;0.0075063705444335;Priirds Hospital's cleanliness is currently considered shabby.;1.932258367538452;Correct
At Bliurty Bridge what sort of music plays?;"MATCH (var1) WHERE var1.name=""Bliurty Bridge""  WITH 1 AS foo, var1.music AS var2 RETURN var2";;rock n roll;"MATCH (s:STATION {name: ""Bliurty Bridge""})
RETURN s.music AS Music
";4.3706560134887695;"[{""Music"": ""rock n roll""}]";False;False;0.0095057487487792;At Bliurty Bridge, rock n' roll music plays.;1.027605056762695;Correct
Can you get rail connections at Dynieucks St?;"MATCH (var1) WHERE var1.name=""Dynieucks St""  WITH 1 AS foo, var1.has_rail AS var2 RETURN var2";;False;"MATCH (s1:STATION {name: ""Dynieucks St""})-[:EDGE]-(s2:STATION)
RETURN s1.name AS Station1, s2.name AS Station2
";3.3797457218170166;"[{""Station1"": ""Dynieucks St"", ""Station2"": ""Mcguell On Trent""}, {""Station1"": ""Dynieucks St"", ""Station2"": ""Pfeomp Road""}]";False;False;0.0085058212280273;Yes, you can get rail connections at Dynieucks St. It connects with Mcguell On Trent and Pfeomp Road.;3.3945717811584477;Incorrect
How many stations are between Xoep Bridge and Mclouwn Crossing?;"MATCH (var1) MATCH (var2) MATCH tmp1 = shortestPath((var1)-[*]-(var2))  WHERE var1.name=""Xoep Bridge"" AND var2.name=""Mclouwn Crossing""  WITH 1 AS foo, tmp1 AS var3 UNWIND nodes(var3) AS var4  RETURN length(collect(var4))  - 2";MultiStep;16;"MATCH path = (s1:STATION)-[:EDGE*]->(s2:STATION)
WHERE s1.name = 'Xoep Bridge' AND s2.name = 'Mclouwn Crossing'
RETURN length(path) - 1 AS stationsBetween
";5.502944946289063;;False;True;;;;Incorrect
Can you get rail connections at Greiff St?;"MATCH (var1) WHERE var1.name=""Greiff St""  WITH 1 AS foo, var1.has_rail AS var2 RETURN var2";;True;"MATCH (s1:STATION {name: ""Greiff St""})-[:EDGE]-(s2:STATION)
WHERE s1.has_rail = true AND s2.has_rail = true
RETURN s1.name AS Station1, s2.name AS Station2
";4.959276437759399;"[{""Station1"": ""Greiff St"", ""Station2"": ""Mcoeg Crossing""}]";False;False;0.0228803157806396;Yes, you can get rail connections at Greiff St, as it is listed as a station, which implies that it is part of a rail network.;2.638770818710327;Correct
Does Trar Crossing have disabled access?;"MATCH (var1) WHERE var1.name=""Trar Crossing""  WITH 1 AS foo, var1.disabled_access AS var2 RETURN var2";;False;"MATCH (s:STATION {name: ""Trar Crossing""})
RETURN s.disabled_access AS DisabledAccess
";7.632230520248413;"[{""DisabledAccess"": false}]";False;False;0.00856614112854;Trar Crossing does not have disabled access.;1.3527114391326904;Correct
How many music styles does Purple Waec pass through?;"MATCH ()-[var1]-()  MATCH (var2:LINE) WHERE var2.name=""Purple Waec""  WITH 1 AS foo, var1, var2.id AS var3 WHERE var1.line_id = var3  MATCH (var4)-[var1]-() WITH 1 AS foo, var4.music AS var5  WITH 1 AS foo, var5 AS var6 WITH DISTINCT var6 as var7, 1 AS foo  RETURN length(collect(var7)) ";;6;"MATCH (:LINE {name: ""Purple Waec""})<-[:EDGE]-(:STATION)-[:EDGE]->(s:STATION)
RETURN s.music, COUNT(DISTINCT s.music) AS music_styles
";3.706397294998169;[];False;False;0.0268025398254394;I don't know the answer.;2.9544777870178223;Incorrect
How clean is Skieurmwich?;"MATCH (var1) WHERE var1.name=""Skieurmwich""  WITH 1 AS foo, var1.cleanliness AS var2 RETURN var2";;shabby;"MATCH (s:STATION {name: ""Skieurmwich""}) RETURN s.name, s.cleanliness
";2.0729033946990967;"[{""s.name"": ""Skieurmwich"", ""s.cleanliness"": ""shabby""}]";False;False;0.0149192810058593;Skieurmwich is considered to be shabby in terms of cleanliness.;1.5451407432556152;Correct
Which lines is Juibsbridge on?;"MATCH (var1) WHERE var1.name=""Juibsbridge""  MATCH (var1)-[var2]-() WITH 1 AS foo, var2.line_name AS var3  WITH 1 AS foo, var3 AS var4 WITH DISTINCT var4 as var5, 1 AS foo  RETURN var5";;['Olive Tuamp'];"MATCH (:STATION {name: ""Juibsbridge""})-[:EDGE]->(:LINE) RETURN DISTINCT line.name
";4.3981688022613525;;True;False;;;;Incorrect
Which lines is Physaantz Road on?;"MATCH (var1) WHERE var1.name=""Physaantz Road""  MATCH (var1)-[var2]-() WITH 1 AS foo, var2.line_name AS var3  WITH 1 AS foo, var3 AS var4 WITH DISTINCT var4 as var5, 1 AS foo  RETURN var5";;['Green Mcgoimp'];"MATCH (:STATION {name: ""Physaantz Road""})-[:EDGE]-(line:LINE)
RETURN DISTINCT line.name
";2.2737271785736084;[];False;False;0.0080046653747558;I don't know the answer.;1.0222644805908203;Incorrect
Describe Siish Boulevard station's architectural style.;"MATCH (var1) WHERE var1.name=""Siish Boulevard""  WITH 1 AS foo, var1.architecture AS var2 RETURN var2";;new;"MATCH (s:STATION {name: ""Siish Boulevard""}) RETURN s.architecture AS ArchitectureStyle
";2.124985933303833;"[{""ArchitectureStyle"": ""new""}]";False;False;0.0089156627655029;Siish Boulevard station features a new architectural style.;0.7213289737701416;Correct
What is the cleanliness level of Duer St station?;"MATCH (var1) WHERE var1.name=""Duer St""  WITH 1 AS foo, var1.cleanliness AS var2 RETURN var2";;shabby;"MATCH (s:STATION {name: ""Duer St""}) RETURN s.cleanliness;
";4.351064920425415;"[{""s.cleanliness"": ""shabby""}]";False;False;0.0095069408416748;The cleanliness level of Duer St station is considered shabby.;1.6041791439056396;Correct
What music plays at Shroond Court?;"MATCH (var1) WHERE var1.name=""Shroond Court""  WITH 1 AS foo, var1.music AS var2 RETURN var2";;country;"MATCH (s:STATION {name: ""Shroond Court""})
RETURN s.music AS Music
";2.3579626083374023;"[{""Music"": ""country""}]";False;False;0.0080420970916748;Country music plays at Shroond Court.;0.7566816806793213;Correct
Describe Typirdston station's architectural style.;"MATCH (var1) WHERE var1.name=""Typirdston""  WITH 1 AS foo, var1.architecture AS var2 RETURN var2";;victorian;"MATCH (s:STATION {name: ""Typirdston""}) RETURN s.architecture AS ArchitecturalStyle;
";2.2799651622772217;"[{""ArchitecturalStyle"": ""victorian""}]";False;False;0.0085055828094482;Typirdston station features a Victorian architectural style.;0.7875733375549316;Correct
What music plays at Mcciays Court?;"MATCH (var1) WHERE var1.name=""Mcciays Court""  WITH 1 AS foo, var1.music AS var2 RETURN var2";;none;"MATCH (s:STATION {name: ""Mcciays Court""})
RETURN s.music AS Music
";1.7470781803131104;"[{""Music"": ""none""}]";False;False;0.0084426403045654;I don't know the answer.;0.8964745998382568;Incorrect
Can you get rail connections at Spieuhl St?;"MATCH (var1) WHERE var1.name=""Spieuhl St""  WITH 1 AS foo, var1.has_rail AS var2 RETURN var2";;True;"MATCH (s1:STATION {name: ""Spieuhl St""})-[:EDGE]-(s2:STATION)
WHERE s1.has_rail = true AND s2.has_rail = true
RETURN s1.name AS Station1, s2.name AS Station2
";5.2337517738342285;[];False;False;0.0110547542572021;I don't know the answer.;0.9796347618103028;Incorrect
Does Greiff St have rail connections?;"MATCH (var1) WHERE var1.name=""Greiff St""  WITH 1 AS foo, var1.has_rail AS var2 RETURN var2";;True;"MATCH (s:STATION {name: ""Greiff St""})-[:EDGE]-(connected:STATION)
RETURN s.name AS Station, s.has_rail AS HasRail, connected.name AS ConnectedStation
";3.886752128601074;"[{""Station"": ""Greiff St"", ""HasRail"": true, ""ConnectedStation"": ""Mcoeg Crossing""}]";False;False;0.0105049610137939;Yes, Greiff St has rail connections. It is connected to Mcoeg Crossing by rail.;2.1998982429504395;Correct
What size is Skiesly Palace?;"MATCH (var1) WHERE var1.name=""Skiesly Palace""  WITH 1 AS foo, var1.size AS var2 RETURN var2";;tiny;"MATCH (s:STATION {name: ""Skiesly Palace""})
RETURN s.size AS size
";1.8933994770050049;"[{""size"": ""tiny""}]";False;False;0.0090892314910888;Skiesly Palace is tiny.;0.7085967063903809;Correct
How many lines is Kleoslyneyland on?;"MATCH (var1) WHERE var1.name=""Kleoslyneyland""  MATCH (var1)-[var2]-() WITH 1 AS foo, var2.line_name AS var3  WITH 1 AS foo, var3 AS var4 WITH DISTINCT var4 as var5, 1 AS foo  RETURN length(collect(var5)) ";;1;"MATCH (:STATION {name: ""Kleoslyneyland""})-[:EDGE]-(:LINE) 
RETURN COUNT(DISTINCT line) AS NumberOfLines
";4.093529939651489;;True;False;;;;Incorrect
At Khords Court what sort of music plays?;"MATCH (var1) WHERE var1.name=""Khords Court""  WITH 1 AS foo, var1.music AS var2 RETURN var2";;country;"MATCH (s:STATION {name: ""Khords Court""})
RETURN s.music AS Music
";1.4191431999206543;"[{""Music"": ""country""}]";False;False;0.0040004253387451;At Khords Court, country music plays.;0.9326071739196776;Correct
What architectural style is Psycheact Hospital?;"MATCH (var1) WHERE var1.name=""Psycheact Hospital""  WITH 1 AS foo, var1.architecture AS var2 RETURN var2";;modernist;"MATCH (s:STATION {name: ""Psycheact Hospital""}) RETURN s.architecture;";3.039569139480591;"[{""s.architecture"": ""modernist""}]";False;False;0.0085091590881347;Psycheact Hospital is designed in the modernist architectural style.;1.317389726638794;Correct
What music plays at Yiir Grove?;"MATCH (var1) WHERE var1.name=""Yiir Grove""  WITH 1 AS foo, var1.music AS var2 RETURN var2";;classical;"MATCH (s:STATION {name: ""Yiir Grove""})
RETURN s.music AS Music
";3.067577838897705;"[{""Music"": ""classical""}]";False;False;0.0069992542266845;Classical music plays at Yiir Grove.;2.3563380241394043;Correct
Which lines is Bliurty Bridge on?;"MATCH (var1) WHERE var1.name=""Bliurty Bridge""  MATCH (var1)-[var2]-() WITH 1 AS foo, var2.line_name AS var3  WITH 1 AS foo, var3 AS var4 WITH DISTINCT var4 as var5, 1 AS foo  RETURN var5";;['Purple Xiour'];"MATCH (:STATION {name: ""Bliurty Bridge""})-[:EDGE]-(s:STATION)
RETURN DISTINCT s.name AS StationName
";1.8977642059326167;"[{""StationName"": ""Schrioull St""}, {""StationName"": ""Cliarmbridge""}]";False;False;0.0186085700988769;I don't know the answer.;1.1120035648345947;Incorrect
How many architectural styles does Pink Dreark pass through?;"MATCH ()-[var1]-()  MATCH (var2:LINE) WHERE var2.name=""Pink Dreark""  WITH 1 AS foo, var1, var2.id AS var3 WHERE var1.line_id = var3  MATCH (var4)-[var1]-() WITH 1 AS foo, var4.architecture AS var5  WITH 1 AS foo, var5 AS var6 WITH DISTINCT var6 as var7, 1 AS foo  RETURN length(collect(var7)) ";;6;"MATCH (:LINE {name: ""Pink Dreark""})<-[:EDGE]-(:STATION)-[:EDGE]->(s:STATION)
RETURN COUNT(DISTINCT s.architecture) AS architectural_styles
";2.9733870029449463;"[{""architectural_styles"": 0}]";False;False;0.0054860115051269;Pink Dreark passes through zero architectural styles.;1.1027555465698242;Incorrect
What music plays at Schrioull St?;"MATCH (var1) WHERE var1.name=""Schrioull St""  WITH 1 AS foo, var1.music AS var2 RETURN var2";;rnb;"MATCH (s:STATION {name: ""Schrioull St""})
RETURN s.music AS Music
";2.424633502960205;"[{""Music"": ""rnb""}]";False;False;0.0076291561126708;R&B music plays at Schrioull Street.;1.1474814414978027;Correct
How clean is Mier Court?;"MATCH (var1) WHERE var1.name=""Mier Court""  WITH 1 AS foo, var1.cleanliness AS var2 RETURN var2";;rat-infested;"MATCH (s:STATION {name: ""Mier Court""})
RETURN s.cleanliness AS Cleanliness
";2.133068084716797;"[{""Cleanliness"": ""rat-infested""}]";False;False;0.0104522705078125;Mier Court is currently dealing with a rat infestation issue.;0.8525204658508301;Correct
Describe Criish Crossing station's architectural style.;"MATCH (var1) WHERE var1.name=""Criish Crossing""  WITH 1 AS foo, var1.architecture AS var2 RETURN var2";;modernist;"MATCH (s:STATION {name: ""Criish Crossing""}) RETURN s.architecture AS ArchitecturalStyle
";3.759526252746582;"[{""ArchitecturalStyle"": ""modernist""}]";False;False;0.0085175037384033;Criish Crossing station features a modernist architectural style.;0.7883837223052979;Correct
How clean is Groitz Lane?;"MATCH (var1) WHERE var1.name=""Groitz Lane""  WITH 1 AS foo, var1.cleanliness AS var2 RETURN var2";;dirty;"MATCH (s:STATION {name: ""Groitz Lane""})
RETURN s.cleanliness AS Cleanliness
";2.101638078689575;"[{""Cleanliness"": ""dirty""}]";False;False;0.008507490158081;Groitz Lane is currently dirty.;1.2034497261047363;Correct
How many architectural styles does Green Criengs pass through?;"MATCH ()-[var1]-()  MATCH (var2:LINE) WHERE var2.name=""Green Criengs""  WITH 1 AS foo, var1, var2.id AS var3 WHERE var1.line_id = var3  MATCH (var4)-[var1]-() WITH 1 AS foo, var4.architecture AS var5  WITH 1 AS foo, var5 AS var6 WITH DISTINCT var6 as var7, 1 AS foo  RETURN length(collect(var7)) ";;5;"MATCH (:STATION {name: ""Green Criengs""})-[:EDGE*]-(s:STATION)
RETURN COUNT(DISTINCT s.architecture) AS architecturalStyles
";3.545401334762573;"[{""architecturalStyles"": 0}]";False;False;0.0095057487487792;Green Criengs pass through zero architectural styles.;0.777230978012085;Incorrect
What music plays at Krep Bridge?;"MATCH (var1) WHERE var1.name=""Krep Bridge""  WITH 1 AS foo, var1.music AS var2 RETURN var2";;electronic;"MATCH (s:STATION {name: ""Krep Bridge""})
RETURN s.music AS Music
";1.9876468181610107;"[{""Music"": ""electronic""}]";False;False;0.00885009765625;Electronic music plays at Krep Bridge.;0.7946772575378418;Correct
How many architectural styles does Red Hrouly pass through?;"MATCH ()-[var1]-()  MATCH (var2:LINE) WHERE var2.name=""Red Hrouly""  WITH 1 AS foo, var1, var2.id AS var3 WHERE var1.line_id = var3  MATCH (var4)-[var1]-() WITH 1 AS foo, var4.architecture AS var5  WITH 1 AS foo, var5 AS var6 WITH DISTINCT var6 as var7, 1 AS foo  RETURN length(collect(var7)) ";;6;"MATCH (:STATION {name: ""Red Hrouly""})-[:EDGE*]->(s:STATION)
RETURN COUNT(DISTINCT s.architecture) AS architecturalStyles
";1.7577290534973145;"[{""architecturalStyles"": 0}]";False;False;0.0227923393249511;Red Hrouly passes through zero architectural styles.;0.8170111179351807;Incorrect
Is there disabled access at Shraend Square?;"MATCH (var1) WHERE var1.name=""Shraend Square""  WITH 1 AS foo, var1.disabled_access AS var2 RETURN var2";;True;"MATCH (s:STATION {name: ""Shraend Square""})
RETURN s.disabled_access AS DisabledAccess
";1.932652711868286;"[{""DisabledAccess"": true}]";False;False;0.0093669891357421;Yes, there is disabled access at Shraend Square.;1.232311725616455;Correct
What is the cleanliness level of Slurty Road station?;"MATCH (var1) WHERE var1.name=""Slurty Road""  WITH 1 AS foo, var1.cleanliness AS var2 RETURN var2";;clean;"MATCH (s:STATION {name: ""Slurty Road""})
RETURN s.cleanliness AS CleanlinessLevel
";1.6415073871612549;"[{""CleanlinessLevel"": ""clean""}]";False;False;0.009099006652832;The cleanliness level of Slurty Road station is clean.;1.48417067527771;Correct
What architectural style is Skaoz Square?;"MATCH (var1) WHERE var1.name=""Skaoz Square""  WITH 1 AS foo, var1.architecture AS var2 RETURN var2";;modernist;"MATCH (s:STATION {name: ""Skaoz Square""})
RETURN s.architecture AS architecture
";2.234480142593384;"[{""architecture"": ""modernist""}]";False;False;0.0080876350402832;Skaoz Square features modernist architecture.;1.1486904621124268;Correct
Does Greiff St have rail connections?;"MATCH (var1) WHERE var1.name=""Greiff St""  WITH 1 AS foo, var1.has_rail AS var2 RETURN var2";;True;"MATCH (s:STATION {name: ""Greiff St""})-[:EDGE]-(connected:STATION)
RETURN s.name AS Station, s.has_rail AS HasRail, connected.name AS ConnectedStation
";4.56988000869751;"[{""Station"": ""Greiff St"", ""HasRail"": true, ""ConnectedStation"": ""Mcoeg Crossing""}]";False;False;0.0039997100830078;Yes, Greiff St has rail connections, and it is connected to Mcoeg Crossing.;1.432392120361328;Correct
How clean is Poath Upon Thames?;"MATCH (var1) WHERE var1.name=""Poath Upon Thames""  WITH 1 AS foo, var1.cleanliness AS var2 RETURN var2";;dirty;"MATCH (s:STATION {name: ""Poath Upon Thames""})
RETURN s.cleanliness AS Cleanliness
";1.7274694442749023;"[{""Cleanliness"": ""dirty""}]";False;False;0.0075094699859619;Poath Upon Thames is currently considered dirty.;1.132678508758545;Correct
How clean is Flegy Boulevard?;"MATCH (var1) WHERE var1.name=""Flegy Boulevard""  WITH 1 AS foo, var1.cleanliness AS var2 RETURN var2";;clean;"MATCH (s:STATION {name: ""Flegy Boulevard""})
RETURN s.cleanliness AS Cleanliness
";1.70247483253479;"[{""Cleanliness"": ""clean""}]";False;False;0.0075082778930664;Flegy Boulevard is clean.;1.3831312656402588;Correct
How big is Hypaaft Court?;"MATCH (var1) WHERE var1.name=""Hypaaft Court""  WITH 1 AS foo, var1.size AS var2 RETURN var2";;tiny;"MATCH (s:STATION {name: ""Hypaaft Court""})
RETURN s.size AS size;
";1.6577391624450684;"[{""size"": ""tiny""}]";False;False;0.0070018768310546;Hypaaft Court is tiny in size.;0.963893175125122;Correct
How many music styles does Blue Twauect pass through?;"MATCH ()-[var1]-()  MATCH (var2:LINE) WHERE var2.name=""Blue Twauect""  WITH 1 AS foo, var1, var2.id AS var3 WHERE var1.line_id = var3  MATCH (var4)-[var1]-() WITH 1 AS foo, var4.music AS var5  WITH 1 AS foo, var5 AS var6 WITH DISTINCT var6 as var7, 1 AS foo  RETURN length(collect(var7)) ";;7;"MATCH (:LINE {name: ""Blue Twauect""})<-[:EDGE]-(:STATION)-[:EDGE]->(s:STATION)
RETURN COUNT(DISTINCT s.music) AS music_styles
";5.815249919891357;"[{""music_styles"": 0}]";False;False;0.0040061473846435;Blue Twauect passes through zero music styles.;1.2541091442108154;Incorrect
Does Praiacy Crossing have rail connections?;"MATCH (var1) WHERE var1.name=""Praiacy Crossing""  WITH 1 AS foo, var1.has_rail AS var2 RETURN var2";;False;"MATCH (s:STATION)-[e:EDGE]->(:STATION)
WHERE s.name = 'Praiacy Crossing' AND s.has_rail = true
RETURN COUNT(e) > 0 AS hasRailConnections;
";5.0164783000946045;"[{""hasRailConnections"": false}]";False;False;0.0231044292449951;Praiacy Crossing does not have rail connections.;1.3232498168945312;Correct
What is the cleanliness level of Schmoorstington station?;"MATCH (var1) WHERE var1.name=""Schmoorstington""  WITH 1 AS foo, var1.cleanliness AS var2 RETURN var2";;derilict;"MATCH (s:STATION {name: ""Schmoorstington""})
RETURN s.cleanliness AS CleanlinessLevel
";2.4246866703033447;"[{""CleanlinessLevel"": ""derilict""}]";False;False;0.009009838104248;The cleanliness level of Schmoorstington station is derelict.;2.170252799987793;Correct
How many stations are between Mcdiah Hospital and Schmiarfington?;"MATCH (var1) MATCH (var2) MATCH tmp1 = shortestPath((var1)-[*]-(var2))  WHERE var1.name=""Mcdiah Hospital"" AND var2.name=""Schmiarfington""  WITH 1 AS foo, tmp1 AS var3 UNWIND nodes(var3) AS var4  RETURN length(collect(var4))  - 2";MultiStep;3;"MATCH path = (:STATION {name: ""Mcdiah Hospital""})-[:EDGE*]->(:STATION {name: ""Schmiarfington""})
RETURN length(path) - 1 AS stationsBetween
";2.736140251159668;;False;False;;;;Incorrect
How many stations are between Dynioyston and Schnerth Court?;"MATCH (var1) MATCH (var2) MATCH tmp1 = shortestPath((var1)-[*]-(var2))  WHERE var1.name=""Dynioyston"" AND var2.name=""Schnerth Court""  WITH 1 AS foo, tmp1 AS var3 UNWIND nodes(var3) AS var4  RETURN length(collect(var4))  - 2";MultiStep;14;"MATCH path = (start:STATION {name: 'Dynioyston'})-[:EDGE*]->(end:STATION {name: 'Schnerth Court'})
RETURN LENGTH(path) - 1 AS stationsBetween
";7.296918869018555;;False;True;;;;Incorrect
At Fraiopt Court what sort of music plays?;"MATCH (var1) WHERE var1.name=""Fraiopt Court""  WITH 1 AS foo, var1.music AS var2 RETURN var2";;electronic;"MATCH (s:STATION {name: ""Fraiopt Court""})
RETURN s.music AS Music
";2.3971118927001958;"[{""Music"": ""electronic""}]";False;False;0.0075063705444335;At Fraiopt Court, electronic music plays.;1.0836386680603027;Correct
How many music styles does Orange Dwomp pass through?;"MATCH ()-[var1]-()  MATCH (var2:LINE) WHERE var2.name=""Orange Dwomp""  WITH 1 AS foo, var1, var2.id AS var3 WHERE var1.line_id = var3  MATCH (var4)-[var1]-() WITH 1 AS foo, var4.music AS var5  WITH 1 AS foo, var5 AS var6 WITH DISTINCT var6 as var7, 1 AS foo  RETURN length(collect(var7)) ";;8;"MATCH (:STATION {name: ""Orange Dwomp""})-[:EDGE*]-(s:STATION)
RETURN COUNT(DISTINCT s.music) AS musicStyles
";2.345422983169556;"[{""musicStyles"": 0}]";False;False;0.0030014514923095;Orange Dwomp passes through zero music styles.;1.0794765949249268;Incorrect
Is there disabled access at Friaots Square?;"MATCH (var1) WHERE var1.name=""Friaots Square""  WITH 1 AS foo, var1.disabled_access AS var2 RETURN var2";;False;"MATCH (s:STATION {name: ""Friaots Square""})
RETURN s.disabled_access AS DisabledAccess
";2.532592535018921;"[{""DisabledAccess"": false}]";False;False;0.0075104236602783;No, there is no disabled access at Friaots Square.;1.3854904174804688;Correct
